ticker,origin,model,horizon,mape,dir_acc,error
JNJ,2025-11-06,arima,5,0.028256926698433722,0.0,
JNJ,2025-11-06,chronos,5,0.021349928341231467,1.0,
JNJ,2025-11-06,naive,21,0.07444588306985093,0.0,
JNJ,2025-11-06,gbm,21,0.07313721176030476,0.0,
JNJ,2025-11-06,arima,21,0.07189142338302727,0.0,
JNJ,2025-11-06,chronos,21,0.06670622748889997,1.0,
JNJ,2026-01-08,naive,5,0.032051087223293945,1.0,
JNJ,2026-01-08,gbm,5,0.03177502662180345,1.0,
JNJ,2026-01-08,arima,5,0.0317687164922603,1.0,
JNJ,2026-01-08,chronos,5,0.027061911003764306,1.0,
JNJ,2026-01-08,naive,21,0.07320364684064,1.0,
JNJ,2026-01-08,gbm,21,0.07102963755586837,1.0,
JNJ,2026-01-08,arima,21,0.07100718333304043,1.0,
JNJ,2026-01-08,chronos,21,0.06618240552187209,1.0,
JNJ,2026-03-11,naive,5,0.013744594854466658,0.0,
JNJ,2026-03-11,gbm,5,0.014573382977314336,0.0,
JNJ,2026-03-11,arima,5,0.01475029549743943,0.0,
JNJ,2026-03-11,chronos,5,0.016984523307621752,0.0,
JNJ,2026-03-11,naive,21,0.016045762282180364,0.0,
JNJ,2026-03-11,gbm,21,0.01950754880300802,0.0,
JNJ,2026-03-11,arima,21,0.0199069173590989,0.0,
JNJ,2026-03-11,chronos,21,0.021580985894627227,0.0,
